Customer ID,Recency,Frequency,Monetary,Avg_Days_Stay,Avg_Rooms,Avg_Hotel_Rating,Avg_Profit,Cluster
ID00140,3586,1,198,9.0,4.0,4.3,0.23,3
ID00141,3586,1,198,2.0,2.0,4.3,0.23,0
ID00142,3585,1,142,1.0,3.0,4.3,0.14,1
ID00143,3584,1,93,9.0,3.0,3.8,0.22,2
ID00144,3584,1,80,3.0,3.0,3.7,0.3,2
ID00145,3583,1,281,2.0,4.0,4.4,0.22,3
ID00146,3582,1,313,3.0,2.0,4.6,0.17,0
ID00147,3581,1,97,6.0,4.0,4.4,0.13,1
ID00148,3580,1,233,1.0,1.0,4.3,0.25,0
ID00149,3580,1,204,1.0,3.0,4.5,0.22,3
ID00150,3580,1,155,2.0,1.0,4.3,0.24,2
ID00151,3580,1,98,2.0,2.0,4.2,0.19,1
ID00152,3580,1,291,1.0,4.0,4.4,0.22,3
ID00153,3580,1,131,3.0,3.0,4.1,0.22,2
ID00154,3579,1,97,3.0,1.0,4.4,0.13,1
ID00155,3579,1,133,3.0,2.0,4.1,0.16,1
ID00156,3578,1,244,1.0,1.0,4.2,0.19,0
ID00157,3578,1,132,3.0,1.0,4.1,0.22,2
ID00158,3578,1,80,2.0,4.0,3.7,0.3,2
ID00159,3578,1,99,6.0,2.0,3.8,0.22,2
ID00160,3578,1,98,1.0,3.0,3.8,0.25,2
ID00161,3577,1,234,5.0,2.0,4.2,0.19,1
ID00162,3577,1,165,3.0,3.0,4.2,0.23,2
ID00163,3577,1,161,7.0,1.0,4.4,0.1,1
ID00164,3576,1,430,3.0,4.0,4.2,0.2,3
ID00165,3576,1,97,1.0,4.0,4.4,0.13,1
ID00166,3575,1,121,2.0,2.0,4.1,0.15,1
ID00167,3574,1,162,3.0,4.0,4.3,0.2,3
ID00168,3574,1,136,1.0,4.0,4.5,0.13,3
ID00169,3572,1,198,4.0,4.0,4.3,0.23,3
ID00170,3572,1,158,2.0,3.0,4.3,0.24,3
ID00171,3572,1,338,1.0,2.0,4.5,0.2,0
ID00172,3571,1,88,7.0,1.0,3.3,0.28,2
ID00173,3571,1,254,2.0,3.0,4.2,0.13,1
ID00174,3571,1,213,3.0,3.0,4.2,0.11,1
ID00175,3569,1,161,9.0,2.0,4.4,0.1,1
ID00176,3567,1,291,4.0,4.0,4.4,0.22,3
ID00177,3567,1,173,9.0,3.0,4.4,0.22,3
ID00178,3567,1,254,1.0,2.0,4.2,0.13,1
ID00179,3566,1,80,7.0,2.0,3.7,0.3,2
ID00180,3566,1,98,1.0,3.0,3.8,0.25,2
ID00181,3566,1,158,2.0,1.0,4.3,0.24,0
ID00182,3565,1,161,1.0,1.0,4.5,0.15,1
ID00183,3565,1,213,2.0,2.0,4.2,0.11,1
ID00184,3564,1,99,4.0,1.0,3.8,0.22,2
ID00185,3564,1,173,1.0,1.0,4.4,0.22,0
ID00186,3563,1,144,3.0,2.0,4.2,0.1,1
ID00187,3562,1,155,8.0,1.0,4.3,0.24,2
ID00188,3562,1,125,6.0,4.0,4.3,0.2,3
ID00189,3562,1,155,3.0,1.0,4.3,0.24,2
ID00190,3562,1,131,1.0,1.0,4.1,0.22,2
ID00191,3561,1,281,6.0,3.0,4.6,0.16,3
ID00192,3561,1,70,1.0,3.0,3.7,0.3,2
ID00193,3560,1,223,3.0,1.0,4.4,0.24,0
ID00194,3560,1,243,9.0,4.0,4.3,0.25,3
ID00195,3560,1,97,1.0,4.0,4.4,0.13,1
ID00196,3560,1,223,4.0,2.0,4.4,0.24,0
ID00197,3560,1,121,1.0,4.0,4.1,0.15,3
ID00198,3559,1,125,1.0,2.0,4.3,0.2,1
ID00199,3559,1,161,8.0,3.0,4.5,0.15,1
ID00200,3558,1,244,1.0,4.0,4.2,0.13,3
ID00201,3558,1,98,2.0,3.0,4.2,0.19,1
ID00202,3558,1,158,4.0,2.0,4.3,0.24,2
ID00203,3557,1,222,3.0,1.0,4.6,0.14,0
ID00204,3556,1,316,1.0,3.0,4.6,0.21,3
ID00205,3555,1,198,2.0,1.0,4.3,0.23,0
ID00206,3554,1,243,6.0,2.0,4.3,0.25,0
ID00207,3552,1,162,6.0,2.0,4.1,0.13,1
ID00208,3552,1,98,7.0,1.0,3.8,0.25,2
ID00209,3552,1,98,19.0,3.0,3.8,0.25,2
ID00210,3551,1,309,19.0,1.0,4.7,0.25,0
ID00211,3551,1,214,8.0,4.0,4.5,0.22,3
ID00212,3550,1,361,3.0,2.0,4.6,0.18,0
ID00213,3550,1,97,9.0,2.0,4.4,0.13,1
ID00214,3549,1,98,1.0,3.0,4.2,0.19,1
ID00215,3549,1,97,1.0,3.0,4.4,0.13,1
ID00216,3549,1,244,10.0,1.0,4.2,0.19,0
ID00217,3549,1,198,5.0,2.0,4.3,0.23,0
ID00218,3548,1,98,1.0,3.0,3.8,0.25,2
ID00219,3548,1,243,2.0,4.0,4.3,0.25,3
ID00220,3547,1,430,1.0,3.0,4.2,0.2,3
ID00221,3547,1,329,3.0,1.0,4.5,0.14,0
ID00222,3547,1,155,7.0,1.0,4.3,0.24,2
ID00223,3546,1,234,1.0,4.0,4.2,0.19,3
ID00224,3546,1,136,1.0,4.0,4.5,0.13,3
ID00225,3546,1,161,7.0,3.0,4.4,0.1,1
ID00226,3545,1,234,3.0,1.0,4.2,0.19,0
ID00227,3545,1,430,5.0,1.0,4.2,0.2,0
ID00228,3545,1,291,1.0,3.0,4.6,0.16,3
ID00229,3545,1,131,3.0,1.0,4.1,0.22,2
ID00230,3544,1,223,5.0,2.0,4.4,0.24,0
ID00231,3544,1,371,4.0,1.0,4.6,0.18,0
ID00232,3544,1,329,1.0,2.0,4.5,0.14,0
ID00233,3544,1,142,2.0,1.0,4.3,0.14,1
ID00234,3543,1,152,3.0,2.0,4.3,0.2,1
ID00235,3543,1,254,3.0,4.0,4.2,0.13,3
ID00236,3543,1,162,3.0,4.0,4.3,0.2,3
ID00237,3543,1,146,6.0,2.0,4.2,0.25,2
ID00238,3542,1,253,1.0,3.0,4.5,0.11,3
ID00239,3541,1,99,2.0,2.0,3.8,0.22,2
ID00240,3540,1,281,1.0,3.0,4.4,0.22,3
ID00241,3540,1,162,3.0,1.0,4.1,0.13,1
ID00242,3539,1,329,1.0,2.0,4.5,0.14,0
ID00243,3538,1,132,9.0,4.0,4.1,0.22,2
ID00244,3538,1,162,5.0,1.0,4.3,0.2,1
ID00245,3538,1,161,1.0,3.0,4.5,0.15,1
ID00246,3538,1,161,6.0,3.0,4.5,0.15,1
ID00247,3537,1,223,4.0,1.0,4.4,0.24,0
ID00248,3537,1,125,9.0,1.0,4.3,0.2,1
ID00249,3536,1,329,1.0,1.0,4.5,0.14,0
ID00250,3536,1,253,1.0,2.0,4.5,0.11,1
ID00251,3536,1,165,2.0,1.0,4.2,0.23,2
ID00252,3536,1,214,3.0,3.0,4.5,0.22,3
ID00253,3536,1,213,1.0,4.0,4.2,0.11,3
ID00254,3535,1,243,4.0,1.0,4.3,0.25,0
ID00255,3535,1,213,1.0,4.0,4.2,0.11,3
ID00256,3535,1,329,1.0,2.0,4.5,0.14,0
ID00257,3534,1,154,2.0,3.0,4.2,0.1,1
ID00258,3534,1,313,1.0,2.0,4.6,0.17,0
ID00259,3534,1,162,4.0,2.0,4.1,0.13,1
ID00260,3533,1,357,3.0,2.0,4.5,0.17,0
ID00261,3533,1,291,2.0,2.0,4.4,0.22,0
ID00262,3533,1,223,1.0,3.0,4.4,0.24,3
ID00263,3533,1,333,1.0,2.0,4.6,0.14,0
ID00264,3532,1,254,8.0,3.0,4.2,0.13,1
ID00265,3532,1,116,6.0,3.0,3.9,0.3,2
ID00266,3532,1,427,1.0,1.0,4.6,0.1,0
ID00267,3531,1,213,4.0,3.0,4.4,0.24,3
ID00268,3531,1,158,7.0,4.0,4.3,0.24,3
ID00269,3531,1,132,3.0,3.0,4.1,0.22,2
ID00270,3530,1,253,2.0,4.0,4.5,0.11,3
ID00271,3530,1,131,1.0,2.0,4.1,0.22,2
ID00272,3529,1,97,5.0,3.0,4.4,0.13,1
ID00273,3529,1,161,3.0,2.0,4.4,0.1,1
ID00274,3528,1,88,4.0,1.0,3.3,0.28,2
ID00275,3528,1,161,9.0,3.0,4.4,0.1,1
ID00276,3527,1,430,1.0,1.0,4.2,0.2,0
ID00277,3527,1,158,6.0,3.0,4.3,0.24,3
ID00278,3527,1,244,9.0,2.0,4.2,0.19,1
ID00279,3526,1,116,8.0,4.0,3.9,0.3,2
ID00280,3526,1,80,2.0,2.0,3.7,0.3,2
ID00281,3526,1,132,7.0,2.0,4.1,0.22,2
ID00282,3526,1,312,6.0,1.0,4.2,0.24,0
ID00283,3525,1,420,1.0,3.0,4.2,0.2,3
ID00284,3525,1,243,1.0,1.0,4.3,0.25,0
ID00285,3523,1,97,1.0,2.0,4.4,0.13,1
ID00286,3522,1,291,1.0,2.0,4.4,0.22,0
ID00287,3522,1,244,2.0,3.0,4.2,0.19,3
ID00288,3522,1,291,2.0,3.0,4.6,0.16,3
ID00289,3521,1,347,1.0,2.0,4.5,0.17,0
ID00290,3521,1,309,1.0,2.0,4.7,0.25,0
ID00291,3520,1,219,2.0,2.0,4.6,0.16,1
ID00292,3520,1,99,1.0,4.0,3.8,0.22,2
ID00293,3519,1,97,3.0,2.0,4.4,0.13,1
ID00294,3519,1,254,7.0,4.0,4.2,0.13,3
ID00295,3519,1,313,1.0,4.0,4.6,0.17,3
ID00296,3518,1,291,1.0,3.0,4.4,0.22,3
ID00297,3518,1,219,2.0,2.0,4.6,0.16,1
ID00298,3518,1,357,1.0,1.0,4.5,0.17,0
ID00299,3518,1,251,3.0,3.0,4.4,0.14,3
ID00300,3518,1,142,1.0,1.0,4.3,0.14,1
ID00301,3517,1,98,3.0,4.0,3.8,0.25,2
ID00302,3517,1,251,1.0,1.0,4.4,0.14,0
ID00303,3517,1,56,1.0,2.0,4.6,0.1,1
ID00304,3517,1,158,1.0,3.0,4.3,0.24,3
ID00305,3517,1,291,3.0,3.0,4.4,0.22,3
ID00306,3516,1,162,6.0,1.0,4.1,0.13,1
ID00307,3516,1,173,3.0,1.0,4.4,0.22,0
ID00308,3515,1,357,2.0,3.0,4.5,0.17,3
ID00309,3515,1,98,7.0,1.0,4.2,0.19,1
ID00310,3515,1,316,1.0,4.0,4.6,0.21,3
ID00311,3515,1,98,3.0,3.0,4.2,0.19,1
ID00312,3515,1,214,1.0,2.0,4.5,0.22,0
ID00313,3514,1,241,9.0,1.0,4.4,0.14,1
ID00314,3514,1,219,1.0,4.0,4.6,0.16,3
ID00315,3513,1,291,2.0,1.0,4.4,0.22,0
ID00316,3513,1,158,1.0,4.0,4.3,0.24,3
ID00317,3513,1,251,1.0,2.0,4.4,0.14,1
ID00318,3513,1,253,3.0,1.0,4.5,0.11,1
ID00319,3512,1,204,2.0,2.0,4.5,0.22,0
ID00320,3512,1,148,2.0,4.0,4.3,0.24,3
ID00321,3512,1,121,1.0,2.0,4.1,0.15,1
ID00322,3512,1,162,1.0,3.0,4.3,0.2,3
ID00323,3511,1,430,9.0,2.0,4.2,0.2,0
ID00324,3510,1,213,1.0,2.0,4.2,0.11,1
ID00325,3510,1,161,1.0,3.0,4.5,0.15,1
ID00326,3510,1,309,1.0,2.0,4.7,0.25,0
ID00327,3510,1,243,4.0,3.0,4.3,0.25,3
ID00328,3509,1,78,2.0,3.0,3.3,0.28,2
ID00329,3509,1,244,2.0,2.0,4.2,0.19,0
ID00330,3509,1,243,1.0,4.0,4.3,0.25,3
ID00331,3509,1,125,1.0,3.0,4.3,0.2,1
ID00332,3508,1,88,3.0,1.0,3.3,0.28,2
ID00333,3508,1,253,3.0,2.0,4.5,0.11,1
ID00334,3506,1,316,3.0,3.0,4.6,0.21,3
ID00335,3506,1,158,3.0,3.0,4.3,0.24,3
ID00336,3505,1,158,7.0,4.0,4.3,0.24,3
ID00337,3505,1,125,1.0,3.0,4.3,0.2,1
ID00338,3504,1,133,9.0,3.0,4.1,0.16,1
ID00339,3503,1,213,8.0,2.0,4.2,0.11,1
ID00340,3503,1,155,13.0,2.0,4.3,0.24,2
ID00341,3503,1,243,1.0,1.0,4.3,0.25,0
ID00342,3503,1,142,5.0,2.0,4.3,0.14,1
ID00343,3502,1,223,8.0,3.0,4.4,0.24,3
ID00344,3502,1,116,9.0,4.0,3.9,0.3,2
ID00345,3502,1,162,1.0,1.0,4.1,0.13,1
ID00346,3502,1,158,1.0,3.0,4.3,0.24,3
ID00347,3502,1,313,9.0,3.0,4.6,0.17,3
ID00348,3501,1,162,4.0,4.0,4.3,0.2,3
ID00349,3501,1,309,9.0,1.0,4.7,0.25,0
ID00350,3501,1,155,2.0,3.0,4.3,0.24,3
ID00351,3500,1,357,1.0,1.0,4.5,0.17,0
ID00352,3500,1,116,5.0,3.0,3.9,0.3,2
ID00353,3500,1,253,9.0,2.0,4.5,0.11,1
ID00354,3499,1,70,1.0,1.0,3.7,0.3,2
ID00355,3499,1,316,1.0,3.0,4.6,0.21,3
ID00356,3499,1,161,1.0,4.0,4.5,0.15,3
ID00357,3499,1,131,2.0,3.0,4.1,0.22,2
ID00358,3498,1,98,4.0,3.0,4.2,0.19,1
ID00359,3498,1,165,2.0,4.0,4.2,0.23,3
ID00360,3498,1,313,7.0,2.0,4.6,0.17,0
ID00361,3497,1,253,6.0,4.0,4.5,0.11,3
ID00362,3496,1,347,3.0,4.0,4.5,0.17,3
ID00363,3495,1,338,8.0,2.0,4.5,0.2,0
ID00364,3495,1,313,1.0,1.0,4.6,0.17,0
ID00365,3493,1,313,1.0,3.0,4.6,0.17,3
ID00366,3493,1,136,7.0,1.0,4.5,0.13,1
ID00367,3492,1,154,4.0,4.0,4.2,0.1,1
ID00368,3492,1,98,2.0,4.0,3.8,0.25,2
ID00369,3491,1,165,5.0,2.0,4.2,0.23,2
ID00370,3490,1,357,3.0,2.0,4.5,0.17,0
ID00371,3490,1,313,3.0,2.0,4.6,0.17,0
ID00372,3490,1,243,7.0,2.0,4.3,0.25,0
ID00373,3489,1,155,1.0,2.0,4.2,0.23,2
ID00374,3489,1,162,3.0,1.0,4.3,0.2,1
ID00375,3488,1,302,1.0,1.0,4.2,0.24,0
ID00376,3488,1,214,4.0,3.0,4.5,0.22,3
ID00377,3488,1,88,9.0,3.0,3.3,0.28,2
ID00378,3487,1,222,1.0,4.0,4.6,0.14,3
ID00379,3486,1,98,1.0,4.0,3.8,0.25,2
ID00380,3486,1,162,1.0,4.0,4.1,0.13,3
ID00381,3485,1,316,1.0,3.0,4.6,0.21,3
ID00382,3484,1,162,3.0,3.0,4.3,0.2,3
ID00383,3483,1,187,1.0,3.0,4.6,0.1,1
ID00384,3483,1,155,1.0,2.0,4.3,0.24,2
ID00385,3483,1,223,7.0,3.0,4.4,0.24,3
ID00386,3482,1,133,1.0,4.0,4.1,0.16,3
ID00387,3482,1,253,2.0,4.0,4.5,0.11,3
ID00388,3482,1,291,1.0,2.0,4.6,0.16,0
ID00389,3481,1,151,2.0,1.0,4.4,0.1,1
ID00390,3481,1,219,4.0,2.0,4.6,0.16,1
ID00391,3480,1,430,1.0,1.0,4.2,0.2,0
ID00392,3479,1,312,3.0,1.0,4.2,0.24,0
ID00393,3479,1,333,3.0,2.0,4.6,0.14,0
ID00394,3479,1,93,2.0,1.0,3.8,0.22,2
ID00395,3479,1,116,1.0,1.0,3.9,0.3,2
ID00396,3478,1,93,1.0,1.0,3.8,0.22,2
ID00397,3478,1,219,1.0,2.0,4.6,0.16,1
ID00398,3478,1,161,5.0,3.0,4.4,0.1,1
ID00399,3477,1,306,3.0,1.0,4.6,0.21,0
ID00400,3477,1,338,1.0,1.0,4.5,0.2,0
ID00401,3477,1,161,6.0,2.0,4.5,0.15,1
ID00402,3476,1,88,1.0,2.0,3.3,0.28,2
ID00403,3475,1,162,3.0,4.0,4.3,0.2,3
ID00404,3472,1,142,7.0,1.0,4.3,0.14,1
ID00405,3472,1,313,7.0,3.0,4.6,0.17,3
ID00406,3471,1,155,3.0,1.0,4.3,0.24,2
ID00407,3471,1,88,1.0,4.0,3.3,0.28,2
ID00408,3470,1,338,3.0,3.0,4.5,0.2,3
ID00409,3470,1,316,1.0,3.0,4.6,0.21,3
ID00410,3470,1,97,1.0,1.0,4.4,0.13,1
ID00411,3469,1,291,4.0,1.0,4.4,0.22,0
ID00412,3469,1,158,1.0,2.0,4.3,0.24,2
ID00413,3468,1,244,1.0,3.0,4.2,0.19,3
ID00414,3468,1,97,9.0,1.0,4.4,0.13,1
ID00415,3468,1,142,4.0,3.0,4.3,0.14,1
ID00416,3468,1,98,1.0,2.0,3.8,0.25,2
ID00417,3468,1,161,2.0,3.0,4.4,0.1,1
ID00418,3468,1,357,3.0,3.0,4.5,0.17,3
ID00419,3467,1,151,1.0,1.0,4.5,0.15,1
ID00420,3467,1,219,3.0,3.0,4.6,0.16,3
ID00421,3467,1,146,1.0,1.0,4.2,0.25,2
ID00422,3466,1,323,6.0,2.0,4.6,0.14,0
ID00423,3466,1,106,2.0,3.0,3.9,0.3,2
ID00424,3466,1,165,1.0,1.0,4.2,0.23,2
ID00425,3465,1,281,3.0,2.0,4.4,0.22,0
ID00426,3465,1,204,1.0,1.0,4.5,0.22,0
ID00427,3465,1,89,2.0,2.0,3.8,0.22,2
ID00428,3465,1,161,3.0,3.0,4.5,0.15,1
ID00429,3465,1,371,1.0,3.0,4.6,0.18,3
ID00430,3464,1,313,1.0,4.0,4.6,0.17,3
ID00431,3464,1,371,3.0,1.0,4.6,0.18,0
ID00432,3463,1,133,3.0,2.0,4.1,0.16,1
ID00433,3463,1,329,1.0,3.0,4.5,0.14,3
ID00434,3463,1,161,3.0,1.0,4.5,0.15,1
ID00435,3461,1,313,8.0,2.0,4.6,0.17,0
ID00436,3461,1,223,2.0,2.0,4.4,0.24,0
ID00437,3460,1,223,8.0,2.0,4.4,0.24,0
ID00438,3459,1,131,1.0,2.0,4.1,0.22,2
ID00439,3458,1,316,2.0,1.0,4.6,0.21,0
ID00440,3457,1,98,3.0,3.0,4.2,0.19,1
ID00441,3457,1,161,3.0,1.0,4.5,0.15,1
ID00442,3457,1,146,3.0,1.0,4.2,0.25,2
ID00443,3456,1,158,1.0,3.0,4.3,0.24,3
ID00444,3456,1,97,1.0,2.0,4.4,0.13,1
ID00445,3455,1,162,2.0,1.0,4.3,0.2,1
ID00446,3455,1,214,2.0,1.0,4.5,0.22,0
ID00447,3455,1,88,6.0,2.0,3.3,0.28,2
ID00448,3454,1,340,1.0,4.0,4.6,0.1,3
ID00449,3454,1,88,3.0,2.0,3.3,0.28,2
ID00450,3454,1,214,1.0,3.0,4.5,0.22,3
ID00451,3454,1,155,3.0,3.0,4.3,0.24,3
ID00452,3453,1,154,1.0,3.0,4.2,0.1,1
ID00453,3452,1,151,1.0,3.0,4.4,0.1,1
ID00454,3452,1,97,1.0,1.0,4.4,0.13,1
ID00455,3451,1,152,1.0,1.0,4.3,0.2,1
ID00456,3451,1,111,4.0,2.0,4.1,0.15,1
ID00457,3451,1,154,2.0,1.0,4.2,0.1,1
ID00458,3450,1,162,3.0,1.0,4.3,0.2,1
ID00459,3450,1,223,7.0,2.0,4.4,0.24,0
ID00460,3449,1,281,1.0,1.0,4.6,0.16,0
ID00461,3449,1,291,1.0,4.0,4.6,0.16,3
